OrderID,CustomerID,EmployeeID,ProductID,TransactionID,Order_Date,Transaction_Time,Order_Status,PaymentMethod,ProductName,Product_Brand,Product_Description,Transaction_Amount,Product_UnitPrice,Product_quantity,Product_Total_Amount,ProductCategory
OR0556,CID1197,EID1000,PD0022,TR0849,2023/11/9,2022/10/3,Delivered,Bank Transfer,Cat Treats,FurryFriend,Delicious treats for cats.,24.12,51.72,7,362.04,General
OR1886,CID1366,EID1020,PD0022,TR0571,2023/10/4,2022/12/16,Canceled,Apple Pay,Cat Treats,FurryFriend,Delicious treats for cats.,48.24,65.95,2,131.9,General
OR1886,CID1744,EID1020,PD0022,TR1021,2023/10/4,2023/12/27,Canceled,Credit Card,Cat Treats,FurryFriend,Delicious treats for cats.,32.16,47.67,2,95.34,General
OR0439,CID1203,EID1016,PD0022,TR1020,2024/7/14,2023/11/7,Delivered,Bank Transfer,Cat Treats,FurryFriend,Delicious treats for cats.,24.12,29.83,5,149.15,General
OR0439,CID1561,EID1016,PD0022,TR1039,2024/7/14,2023/5/27,Delivered,Credit Card,Cat Treats,FurryFriend,Delicious treats for cats.,72.36,10.21,5,51.05,General
OR0439,CID1224,EID1016,PD0022,TR1359,2024/7/14,2023/10/6,Delivered,Apple Pay,Cat Treats,FurryFriend,Delicious treats for cats.,56.28,96.72,5,483.6,General
OR0439,CID1863,EID1016,PD0022,TR1575,2024/7/14,2023/7/1,Delivered,Bank Transfer,Cat Treats,FurryFriend,Delicious treats for cats.,32.16,56.54,5,282.7,General
OR1908,CID1607,EID1044,PD0022,TR1548,2023/11/28,2022/10/1,Delivered,Apple Pay,Cat Treats,FurryFriend,Delicious treats for cats.,24.12,48.85,3,146.55,General
OR0424,CID1123,EID1023,PD0022,TR1830,2023/7/4,2023/3/19,Delivered,Credit Card,Cat Treats,FurryFriend,Delicious treats for cats.,56.28,90.86,6,545.16,General
OR1811,CID1203,EID1036,PD0022,TR0438,2023/6/23,2022/5/19,Delivered,Credit Card,Cat Treats,FurryFriend,Delicious treats for cats.,56.28,53.79,2,107.58,General
OR1720,CID1284,EID1008,PD0022,TR1531,2023/8/4,2022/8/17,Delivered,Apple Pay,Cat Treats,FurryFriend,Delicious treats for cats.,56.28,25.22,6,151.32,General
OR1191,CID1857,EID1009,PD0022,TR0784,2023/2/28,2022/1/31,Delivered,Bank Transfer,Cat Treats,FurryFriend,Delicious treats for cats.,72.36,50.21,7,351.47,General
OR0839,CID1494,EID1040,PD0022,TR0719,2023/11/27,2022/1/27,Delivered,Apple Pay,Cat Treats,FurryFriend,Delicious treats for cats.,48.24,39.97,5,199.85,General
OR1975,CID1542,EID1003,PD0022,TR1009,2023/12/30,2023/7/27,Delivered,Bank Transfer,Cat Treats,FurryFriend,Delicious treats for cats.,8.04,37.9,6,227.4,General
OR0151,CID1791,EID1018,PD0022,TR0174,2023/7/17,2022/3/5,Delivered,Bank Transfer,Cat Treats,FurryFriend,Delicious treats for cats.,64.32,55.11,8,440.88,General
OR1166,CID1747,EID1012,PD0022,TR1238,2024/6/4,2023/5/25,Delivered,Credit Card,Cat Treats,FurryFriend,Delicious treats for cats.,24.12,11.72,2,23.44,General
OR0255,CID1493,EID1002,PD0022,TR0762,2024/12/3,2023/11/2,Delivered,Apple Pay,Cat Treats,FurryFriend,Delicious treats for cats.,8.04,23.18,4,92.72,General
OR1458,CID1897,EID1021,PD0022,TR0531,2024/6/10,2022/8/26,Delivered,Credit Card,Cat Treats,FurryFriend,Delicious treats for cats.,72.36,97.54,7,682.78,General
OR1232,CID1379,EID1043,PD0022,TR1471,2024/1/4,2022/5/20,Delivered,Apple Pay,Cat Treats,FurryFriend,Delicious treats for cats.,16.08,40.34,7,282.38,General
OR1795,CID1027,EID1035,PD0022,TR1763,2024/12/3,2023/12/19,Delivered,Bank Transfer,Cat Treats,FurryFriend,Delicious treats for cats.,16.08,23.98,8,191.84,General
OR0704,CID1501,EID1006,PD0022,TR0213,2024/7/10,2022/1/1,Delivered,Credit Card,Cat Treats,FurryFriend,Delicious treats for cats.,48.24,37.61,1,37.61,General
OR0704,CID1862,EID1006,PD0022,TR1198,2024/7/10,2023/11/5,Delivered,Bank Transfer,Cat Treats,FurryFriend,Delicious treats for cats.,48.24,56.75,1,56.75,General
OR0809,CID1514,EID1021,PD0022,TR1103,2023/4/11,2023/4/20,Delivered,Apple Pay,Cat Treats,FurryFriend,Delicious treats for cats.,56.28,64.64,2,129.28,General
OR0809,CID1669,EID1021,PD0022,TR1902,2023/4/11,2022/6/5,Delivered,Apple Pay,Cat Treats,FurryFriend,Delicious treats for cats.,24.12,33.91,2,67.82,General
OR1761,CID1080,EID1012,PD0022,TR1200,2023/6/13,2023/10/10,Delivered,Credit Card,Cat Treats,FurryFriend,Delicious treats for cats.,56.28,81.16,6,486.96,General
OR1761,CID1163,EID1012,PD0022,TR1512,2023/6/13,2023/11/23,Delivered,Apple Pay,Cat Treats,FurryFriend,Delicious treats for cats.,8.04,97.61,6,585.66,General
OR1761,CID1873,EID1012,PD0022,TR1658,2023/6/13,2023/11/27,Delivered,Apple Pay,Cat Treats,FurryFriend,Delicious treats for cats.,56.28,10.44,6,62.64,General
OR1062,CID1137,EID1005,PD0022,TR0862,2023/6/8,2022/3/11,Delivered,Credit Card,Cat Treats,FurryFriend,Delicious treats for cats.,8.04,17.76,1,17.76,General
OR1529,CID1249,EID1039,PD0022,TR0983,2023/8/1,2023/10/24,Delivered,Apple Pay,Cat Treats,FurryFriend,Delicious treats for cats.,24.12,86.62,6,519.72,General
OR1529,CID1408,EID1039,PD0022,TR1448,2023/8/1,2022/10/25,Delivered,Credit Card,Cat Treats,FurryFriend,Delicious treats for cats.,80.4,49.49,6,296.94,General
OR1529,CID1501,EID1039,PD0022,TR1824,2023/8/1,2023/7/20,Delivered,Apple Pay,Cat Treats,FurryFriend,Delicious treats for cats.,8.04,25.75,6,154.5,General
OR1654,CID1751,EID1021,PD0022,TR0052,2023/12/13,2022/2/27,Delivered,Credit Card,Cat Treats,FurryFriend,Delicious treats for cats.,40.2,62.03,2,124.06,General
OR1833,CID1184,EID1025,PD0022,TR1082,2023/8/3,2023/4/10,Delivered,Apple Pay,Cat Treats,FurryFriend,Delicious treats for cats.,56.28,47.88,3,143.64,General
OR1030,CID1027,EID1046,PD0022,TR1338,2023/11/2,2023/1/18,Delivered,Apple Pay,Cat Treats,FurryFriend,Delicious treats for cats.,56.28,72.58,4,290.32,General
OR1623,CID1837,EID1042,PD0022,TR0053,2024/5/17,2023/5/7,Delivered,Credit Card,Cat Treats,FurryFriend,Delicious treats for cats.,72.36,57.1,10,571,General
OR1623,CID1101,EID1042,PD0022,TR1841,2024/5/17,2023/11/24,Delivered,Bank Transfer,Cat Treats,FurryFriend,Delicious treats for cats.,40.2,24.01,10,240.1,General
OR0591,CID1199,EID1023,PD0022,TR0445,2024/9/27,2023/3/13,Delivered,Bank Transfer,Cat Treats,FurryFriend,Delicious treats for cats.,48.24,76.97,7,538.79,General
OR0591,CID1713,EID1023,PD0022,TR0518,2024/9/27,2022/11/2,Delivered,Bank Transfer,Cat Treats,FurryFriend,Delicious treats for cats.,48.24,25.95,7,181.65,General
OR0591,CID1680,EID1023,PD0022,TR1055,2024/9/27,2023/10/8,Delivered,Credit Card,Cat Treats,FurryFriend,Delicious treats for cats.,8.04,31.83,7,222.81,General
OR0797,CID1514,EID1036,PD0022,TR1234,2024/4/17,2023/12/29,Delivered,Bank Transfer,Cat Treats,FurryFriend,Delicious treats for cats.,80.4,32.82,10,328.2,General
OR1008,CID1092,EID1040,PD0022,TR0769,2024/9/18,2023/8/31,Delivered,Credit Card,Cat Treats,FurryFriend,Delicious treats for cats.,24.12,56.97,10,569.7,General
OR0567,CID1072,EID1013,PD0022,TR0103,2024/3/4,2023/9/23,Delivered,Credit Card,Cat Treats,FurryFriend,Delicious treats for cats.,56.28,41.25,3,123.75,General
OR1725,CID1815,EID1004,PD0022,TR0501,2023/11/23,2023/4/19,Delivered,Bank Transfer,Cat Treats,FurryFriend,Delicious treats for cats.,64.32,1.55,8,12.4,General
OR0177,CID1238,EID1043,PD0022,TR0703,2023/2/21,2022/2/25,Delivered,Bank Transfer,Cat Treats,FurryFriend,Delicious treats for cats.,32.16,69.35,7,485.45,General
OR0113,CID1661,EID1002,PD0022,TR0355,2023/4/21,2022/10/13,Delivered,Apple Pay,Cat Treats,FurryFriend,Delicious treats for cats.,72.36,75.75,2,151.5,General
OR0113,CID1766,EID1002,PD0022,TR0629,2023/4/21,2023/1/1,Delivered,Apple Pay,Cat Treats,FurryFriend,Delicious treats for cats.,80.4,79.67,2,159.34,General
OR1584,CID1656,EID1046,PD0022,TR1557,2024/11/17,2022/4/2,Delivered,Apple Pay,Cat Treats,FurryFriend,Delicious treats for cats.,80.4,55.01,6,330.06,General
OR1584,CID1246,EID1046,PD0022,TR1806,2024/11/17,2022/1/15,Delivered,Apple Pay,Cat Treats,FurryFriend,Delicious treats for cats.,64.32,31.99,6,191.94,General
OR0346,CID1311,EID1024,PD0022,TR1111,2023/12/1,2023/11/17,Delivered,Credit Card,Cat Treats,FurryFriend,Delicious treats for cats.,48.24,65.55,5,327.75,General
OR0346,CID1487,EID1024,PD0022,TR1787,2023/12/1,2022/2/11,Delivered,Apple Pay,Cat Treats,FurryFriend,Delicious treats for cats.,56.28,32.86,5,164.3,General
OR0876,CID1186,EID1046,PD0022,TR0668,2023/2/7,2023/12/12,Delivered,Bank Transfer,Cat Treats,FurryFriend,Delicious treats for cats.,16.08,86.01,10,860.1,General
OR1747,CID1652,EID1048,PD0022,TR1214,2023/10/21,2022/4/22,Delivered,Bank Transfer,Cat Treats,FurryFriend,Delicious treats for cats.,8.04,99.28,4,397.12,General
OR1747,CID1396,EID1048,PD0022,TR1432,2023/10/21,2022/12/30,Delivered,Bank Transfer,Cat Treats,FurryFriend,Delicious treats for cats.,72.36,9.06,4,36.24,General
OR0089,CID1115,EID1041,PD0022,TR0119,2024/2/28,2022/7/22,Delivered,Credit Card,Cat Treats,FurryFriend,Delicious treats for cats.,56.28,70.23,4,280.92,General
OR0089,CID1687,EID1041,PD0022,TR0133,2024/2/28,2022/3/5,Delivered,Credit Card,Cat Treats,FurryFriend,Delicious treats for cats.,24.12,38.19,4,152.76,General
OR0089,CID1530,EID1041,PD0022,TR0961,2024/2/28,2022/3/6,Delivered,Bank Transfer,Cat Treats,FurryFriend,Delicious treats for cats.,72.36,75.93,4,303.72,General
OR1067,CID1444,EID1041,PD0022,TR0459,2024/7/26,2023/11/3,Delivered,Bank Transfer,Cat Treats,FurryFriend,Delicious treats for cats.,72.36,17.05,1,17.05,General
OR1550,CID1311,EID1007,PD0022,TR1654,2024/4/22,2023/8/6,Delivered,Apple Pay,Cat Treats,FurryFriend,Delicious treats for cats.,40.2,75.07,9,675.63,General
OR1816,CID1687,EID1002,PD0022,TR0215,2023/1/25,2022/11/20,Delivered,Apple Pay,Cat Treats,FurryFriend,Delicious treats for cats.,32.16,17.45,5,87.25,General
OR0179,CID1132,EID1043,PD0022,TR0440,2024/9/8,2023/11/4,Canceled,Apple Pay,Cat Treats,FurryFriend,Delicious treats for cats.,16.08,44.32,5,221.6,General
OR0179,CID1176,EID1043,PD0022,TR0649,2024/9/8,2022/2/6,Canceled,Credit Card,Cat Treats,FurryFriend,Delicious treats for cats.,72.36,97.22,5,486.1,General
OR0226,CID1280,EID1031,PD0022,TR0162,2024/1/14,2022/1/9,Delivered,Apple Pay,Cat Treats,FurryFriend,Delicious treats for cats.,72.36,4.87,3,14.61,General
OR0226,CID1018,EID1031,PD0022,TR1048,2024/1/14,2023/8/26,Delivered,Bank Transfer,Cat Treats,FurryFriend,Delicious treats for cats.,40.2,42.99,3,128.97,General
OR0373,CID1315,EID1013,PD0022,TR1761,2023/4/2,2023/8/16,Canceled,Credit Card,Cat Treats,FurryFriend,Delicious treats for cats.,72.36,17.9,7,125.3,General
OR0174,CID1675,EID1043,PD0023,TR1296,2024/7/26,2022/1/24,Delivered,Bank Transfer,Bird Bath,PetLife,Compact bird bath.,95.1,80.51,7,563.57,General
OR0759,CID1386,EID1036,PD0023,TR0321,2023/4/10,2023/7/20,Delivered,Apple Pay,Bird Bath,PetLife,Compact bird bath.,47.55,49.23,7,344.61,General
OR1722,CID1455,EID1031,PD0023,TR1356,2024/5/21,2022/9/24,Delivered,Bank Transfer,Bird Bath,PetLife,Compact bird bath.,15.85,75.15,2,150.3,General
OR1826,CID1049,EID1028,PD0023,TR0172,2023/12/16,2022/3/14,Delivered,Apple Pay,Bird Bath,PetLife,Compact bird bath.,15.85,55.16,6,330.96,General
OR1826,CID1041,EID1028,PD0023,TR1278,2023/12/16,2023/2/13,Delivered,Credit Card,Bird Bath,PetLife,Compact bird bath.,142.65,40.54,6,243.24,General
OR1872,CID1711,EID1022,PD0023,TR0259,2024/3/9,2022/12/19,Delivered,Bank Transfer,Bird Bath,PetLife,Compact bird bath.,110.95,67.99,5,339.95,General
OR1853,CID1745,EID1049,PD0023,TR0540,2023/10/22,2022/4/5,Delivered,Apple Pay,Bird Bath,PetLife,Compact bird bath.,31.7,61.89,7,433.23,General
OR1239,CID1445,EID1031,PD0023,TR1173,2024/7/27,2022/3/10,Delivered,Apple Pay,Bird Bath,PetLife,Compact bird bath.,15.85,37.79,3,113.37,General
OR1769,CID1830,EID1033,PD0023,TR1311,2023/2/8,2023/10/26,Delivered,Credit Card,Bird Bath,PetLife,Compact bird bath.,95.1,21.24,5,106.2,General
OR0352,CID1443,EID1049,PD0023,TR0511,2024/1/29,2022/12/18,Delivered,Credit Card,Bird Bath,PetLife,Compact bird bath.,31.7,61.79,5,308.95,General
OR0352,CID1085,EID1049,PD0023,TR1011,2024/1/29,2023/12/13,Delivered,Apple Pay,Bird Bath,PetLife,Compact bird bath.,15.85,71.73,5,358.65,General
OR0924,CID1865,EID1026,PD0023,TR1849,2023/6/27,2023/4/17,Delivered,Apple Pay,Bird Bath,PetLife,Compact bird bath.,126.8,25.87,3,77.61,General
OR0902,CID1801,EID1002,PD0023,TR1967,2023/4/9,2022/11/26,Delivered,Bank Transfer,Bird Bath,PetLife,Compact bird bath.,15.85,92.78,5,463.9,General
OR1902,CID1582,EID1025,PD0023,TR1808,2024/3/10,2022/2/6,Delivered,Bank Transfer,Bird Bath,PetLife,Compact bird bath.,126.8,72.29,7,506.03,General
OR1740,CID1779,EID1001,PD0023,TR0644,2024/10/28,2023/2/9,Delivered,Credit Card,Bird Bath,PetLife,Compact bird bath.,158.5,52.91,3,158.73,General
OR0770,CID1412,EID1026,PD0023,TR0171,2024/1/10,2022/1/4,Delivered,Apple Pay,Bird Bath,PetLife,Compact bird bath.,63.4,15.88,10,158.8,General
OR0770,CID1515,EID1026,PD0023,TR0716,2024/1/10,2022/4/18,Delivered,Bank Transfer,Bird Bath,PetLife,Compact bird bath.,95.1,7.64,10,76.4,General
OR1274,CID1149,EID1035,PD0023,TR1178,2023/5/31,2022/12/16,Delivered,Credit Card,Bird Bath,PetLife,Compact bird bath.,79.25,97.72,1,97.72,General
OR0618,CID1866,EID1034,PD0023,TR0569,2024/1/24,2023/7/17,Delivered,Bank Transfer,Bird Bath,PetLife,Compact bird bath.,79.25,31.87,9,286.83,General
OR0618,CID1310,EID1034,PD0023,TR0963,2024/1/24,2022/8/14,Delivered,Apple Pay,Bird Bath,PetLife,Compact bird bath.,158.5,19.58,9,176.22,General
OR0181,CID1338,EID1001,PD0023,TR0077,2023/8/19,2023/7/10,Delivered,Apple Pay,Bird Bath,PetLife,Compact bird bath.,47.55,69.71,1,69.71,General
OR1574,CID1532,EID1041,PD0023,TR0576,2024/9/22,2023/11/26,Delivered,Apple Pay,Bird Bath,PetLife,Compact bird bath.,31.7,47.4,4,189.6,General
OR0122,CID1371,EID1045,PD0023,TR0956,2024/4/9,2023/9/10,Delivered,Credit Card,Bird Bath,PetLife,Compact bird bath.,95.1,16.49,6,98.94,General
OR0431,CID1634,EID1031,PD0023,TR1657,2024/12/2,2023/6/4,Canceled,Bank Transfer,Bird Bath,PetLife,Compact bird bath.,142.65,35.69,10,356.9,General
OR0907,CID1575,EID1001,PD0023,TR0688,2024/10/24,2022/6/19,Canceled,Credit Card,Bird Bath,PetLife,Compact bird bath.,158.5,56.36,8,450.88,General
OR0907,CID1095,EID1001,PD0023,TR1216,2024/10/24,2022/1/7,Canceled,Bank Transfer,Bird Bath,PetLife,Compact bird bath.,63.4,23.38,8,187.04,General
OR0907,CID1343,EID1001,PD0023,TR1641,2024/10/24,2023/1/5,Canceled,Bank Transfer,Bird Bath,PetLife,Compact bird bath.,95.1,63.25,8,506,General
OR0708,CID1120,EID1037,PD0023,TR0410,2024/4/28,2023/10/9,Delivered,Credit Card,Bird Bath,PetLife,Compact bird bath.,126.8,92.86,8,742.88,General
OR1133,CID1821,EID1000,PD0023,TR0228,2024/10/5,2023/1/18,Delivered,Credit Card,Bird Bath,PetLife,Compact bird bath.,31.7,28.18,9,253.62,General
OR1493,CID1168,EID1048,PD0023,TR0604,2023/7/13,2023/5/24,Delivered,Apple Pay,Bird Bath,PetLife,Compact bird bath.,47.55,82.25,8,658,General
OR1493,CID1529,EID1048,PD0023,TR0696,2023/7/13,2022/9/15,Delivered,Credit Card,Bird Bath,PetLife,Compact bird bath.,110.95,86.94,8,695.52,General
OR1493,CID1277,EID1048,PD0023,TR0994,2023/7/13,2023/9/16,Delivered,Credit Card,Bird Bath,PetLife,Compact bird bath.,110.95,58.86,8,470.88,General
OR1348,CID1280,EID1019,PD0023,TR1310,2024/5/9,2023/7/31,Delivered,Bank Transfer,Bird Bath,PetLife,Compact bird bath.,31.7,31.27,10,312.7,General
OR0337,CID1889,EID1026,PD0023,TR1228,2023/10/23,2022/12/28,Delivered,Bank Transfer,Bird Bath,PetLife,Compact bird bath.,31.7,62.83,10,628.3,General
OR0114,CID1816,EID1041,PD0023,TR1511,2023/4/19,2022/7/29,Delivered,Credit Card,Bird Bath,PetLife,Compact bird bath.,47.55,54.56,2,109.12,General
OR0687,CID1693,EID1030,PD0023,TR0710,2023/7/26,2022/9/28,Delivered,Credit Card,Bird Bath,PetLife,Compact bird bath.,126.8,66.28,2,132.56,General
OR1371,CID1732,EID1035,PD0023,TR0300,2023/1/14,2023/5/21,Delivered,Credit Card,Bird Bath,PetLife,Compact bird bath.,63.4,8.67,5,43.35,General
OR1055,CID1497,EID1017,PD0023,TR0144,2023/8/30,2023/3/21,Delivered,Apple Pay,Bird Bath,PetLife,Compact bird bath.,126.8,16.09,6,96.54,General
OR1055,CID1151,EID1017,PD0023,TR0356,2023/8/30,2022/8/10,Delivered,Bank Transfer,Bird Bath,PetLife,Compact bird bath.,31.7,73.34,6,440.04,General
OR1055,CID1029,EID1017,PD0023,TR1314,2023/8/30,2022/3/20,Delivered,Bank Transfer,Bird Bath,PetLife,Compact bird bath.,95.1,28.72,6,172.32,General
OR0011,CID1281,EID1040,PD0023,TR0262,2023/12/7,2022/3/10,Delivered,Apple Pay,Bird Bath,PetLife,Compact bird bath.,142.65,27.03,1,27.03,General
OR0011,CID1565,EID1040,PD0023,TR1896,2023/12/7,2023/9/14,Delivered,Bank Transfer,Bird Bath,PetLife,Compact bird bath.,110.95,11.13,1,11.13,General
OR0033,CID1228,EID1023,PD0023,TR0036,2023/12/3,2023/7/29,Delivered,Bank Transfer,Bird Bath,PetLife,Compact bird bath.,158.5,79.89,6,479.34,General
OR0033,CID1716,EID1023,PD0023,TR0298,2023/12/3,2023/5/14,Delivered,Apple Pay,Bird Bath,PetLife,Compact bird bath.,142.65,59.14,6,354.84,General
OR0330,CID1499,EID1011,PD0023,TR0530,2024/2/5,2022/6/21,Delivered,Credit Card,Bird Bath,PetLife,Compact bird bath.,142.65,76.84,6,461.04,General
OR1683,CID1211,EID1037,PD0023,TR0278,2023/7/22,2022/12/7,Delivered,Apple Pay,Bird Bath,PetLife,Compact bird bath.,110.95,33.69,10,336.9,General
OR1683,CID1105,EID1037,PD0023,TR1606,2023/7/22,2023/2/10,Delivered,Bank Transfer,Bird Bath,PetLife,Compact bird bath.,79.25,77.43,10,774.3,General
OR0370,CID1522,EID1014,PD0023,TR1409,2023/7/7,2022/10/31,Delivered,Credit Card,Bird Bath,PetLife,Compact bird bath.,158.5,59.62,7,417.34,General
OR0370,CID1645,EID1014,PD0023,TR1839,2023/7/7,2022/8/22,Delivered,Bank Transfer,Bird Bath,PetLife,Compact bird bath.,126.8,28.45,7,199.15,General
OR1446,CID1114,EID1014,PD0023,TR1978,2023/10/3,2023/9/24,Delivered,Bank Transfer,Bird Bath,PetLife,Compact bird bath.,110.95,80.92,2,161.84,General
OR1179,CID1617,EID1004,PD0004,TR0344,2024/11/7,2022/10/22,Delivered,Credit Card,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,40.56,67.18,6,403.08,Pet Food; Aquatic Care
OR1179,CID1155,EID1004,PD0004,TR0800,2024/11/7,2022/9/7,Delivered,Credit Card,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,35.49,47.87,6,287.22,Pet Food; Aquatic Care
OR1208,CID1160,EID1009,PD0004,TR1028,2024/8/27,2022/3/6,Delivered,Credit Card,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,15.21,17.64,9,158.76,Pet Food; Aquatic Care
OR1208,CID1409,EID1009,PD0004,TR1582,2024/8/27,2023/5/2,Delivered,Credit Card,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,15.21,78.55,9,706.95,Pet Food; Aquatic Care
OR1170,CID1696,EID1002,PD0004,TR1537,2024/2/16,2023/3/19,Delivered,Apple Pay,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,45.63,98.92,6,593.52,Pet Food; Aquatic Care
OR1991,CID1709,EID1046,PD0004,TR1170,2023/4/28,2023/1/6,Delivered,Credit Card,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,15.21,10.04,5,50.2,Pet Food; Aquatic Care
OR1169,CID1312,EID1016,PD0004,TR0306,2024/10/29,2023/5/22,Delivered,Credit Card,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,40.56,15.5,2,31,Pet Food; Aquatic Care
OR1169,CID1321,EID1016,PD0004,TR1325,2024/10/29,2022/5/3,Delivered,Credit Card,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,15.21,17.32,2,34.64,Pet Food; Aquatic Care
OR1169,CID1162,EID1016,PD0004,TR1768,2024/10/29,2022/3/18,Delivered,Credit Card,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,45.63,87.59,2,175.18,Pet Food; Aquatic Care
OR1433,CID1294,EID1003,PD0004,TR1587,2024/2/8,2023/8/24,Delivered,Bank Transfer,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,45.63,33.01,3,99.03,Pet Food; Aquatic Care
OR1593,CID1417,EID1007,PD0004,TR0034,2023/9/28,2023/8/2,Delivered,Bank Transfer,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,15.21,33.38,8,267.04,Pet Food; Aquatic Care
OR1283,CID1294,EID1020,PD0004,TR0100,2023/6/28,2023/10/23,Delivered,Credit Card,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,35.49,39.17,6,235.02,Pet Food; Aquatic Care
OR1160,CID1105,EID1006,PD0004,TR1437,2023/9/13,2023/8/24,Canceled,Apple Pay,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,10.14,31.86,10,318.6,Pet Food; Aquatic Care
OR1260,CID1717,EID1026,PD0004,TR1344,2023/11/20,2023/4/11,Delivered,Credit Card,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,50.7,53.54,8,428.32,Pet Food; Aquatic Care
OR1639,CID1412,EID1004,PD0004,TR0428,2024/7/13,2022/12/17,Delivered,Bank Transfer,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,15.21,94.6,4,378.4,Pet Food; Aquatic Care
OR1639,CID1566,EID1004,PD0004,TR0847,2024/7/13,2022/2/18,Delivered,Apple Pay,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,10.14,83.53,4,334.12,Pet Food; Aquatic Care
OR0794,CID1498,EID1021,PD0004,TR0187,2023/11/13,2023/9/11,Canceled,Credit Card,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,30.42,71.42,8,571.36,Pet Food; Aquatic Care
OR1931,CID1235,EID1007,PD0004,TR1159,2023/3/23,2023/8/26,Delivered,Credit Card,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,30.42,56.49,7,395.43,Pet Food; Aquatic Care
OR0537,CID1662,EID1046,PD0004,TR1784,2024/8/3,2023/5/21,Delivered,Credit Card,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,25.35,49.52,7,346.64,Pet Food; Aquatic Care
OR0537,CID1471,EID1046,PD0004,TR1846,2024/8/3,2022/1/27,Delivered,Apple Pay,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,25.35,79.11,7,553.77,Pet Food; Aquatic Care
OR0425,CID1264,EID1006,PD0004,TR0346,2024/2/7,2023/4/6,Delivered,Apple Pay,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,40.56,68.85,8,550.8,Pet Food; Aquatic Care
OR1517,CID1243,EID1004,PD0004,TR0135,2024/5/5,2022/10/25,Delivered,Bank Transfer,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,5.07,56.23,8,449.84,Pet Food; Aquatic Care
OR1450,CID1189,EID1014,PD0004,TR1024,2023/5/29,2023/11/15,Delivered,Credit Card,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,15.21,44.11,5,220.55,Pet Food; Aquatic Care
OR0348,CID1473,EID1038,PD0004,TR1304,2024/4/26,2023/6/26,Delivered,Bank Transfer,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,15.21,35.47,9,319.23,Pet Food; Aquatic Care
OR0348,CID1067,EID1038,PD0004,TR1913,2024/4/26,2023/5/4,Delivered,Credit Card,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,50.7,3.5,9,31.5,Pet Food; Aquatic Care
OR1998,CID1170,EID1020,PD0004,TR0195,2023/2/7,2022/12/11,Canceled,Apple Pay,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,35.49,37.2,3,111.6,Pet Food; Aquatic Care
OR1998,CID1203,EID1020,PD0004,TR0566,2023/2/7,2022/10/10,Canceled,Bank Transfer,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,5.07,47.14,3,141.42,Pet Food; Aquatic Care
OR1998,CID1104,EID1020,PD0004,TR1114,2023/2/7,2022/7/31,Canceled,Credit Card,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,25.35,67.33,3,201.99,Pet Food; Aquatic Care
OR1962,CID1783,EID1026,PD0004,TR0648,2023/6/15,2023/8/12,Delivered,Credit Card,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,25.35,73.12,5,365.6,Pet Food; Aquatic Care
OR1962,CID1877,EID1026,PD0004,TR1032,2023/6/15,2022/4/26,Delivered,Credit Card,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,20.28,22.16,5,110.8,Pet Food; Aquatic Care
OR1962,CID1020,EID1026,PD0004,TR1370,2023/6/15,2023/5/20,Delivered,Bank Transfer,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,15.21,56.42,5,282.1,Pet Food; Aquatic Care
OR1691,CID1128,EID1036,PD0004,TR0421,2023/2/27,2023/9/5,Delivered,Bank Transfer,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,5.07,94,5,470,Pet Food; Aquatic Care
OR0605,CID1041,EID1020,PD0004,TR0216,2024/2/22,2022/9/11,Delivered,Credit Card,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,30.42,75.02,3,225.06,Pet Food; Aquatic Care
